"filename", "language", "CSS", "JavaScript", "HTML", "comment", "blank", "total"
"/home/amitjosemundackal-vonnue/codes/weather/index.html", "HTML", 0, 0, 357, 0, 23, 380
"/home/amitjosemundackal-vonnue/codes/weather/weather.css", "CSS", 9, 0, 0, 0, 4, 13
"/home/amitjosemundackal-vonnue/codes/weather/weather.js", "JavaScript", 0, 36, 0, 0, 19, 55
"Total", "-", 9, 36, 357, 0, 46, 448
